877,524,19:57:53
878,485,19:57:53
883,473,19:57:53
916,519,19:57:53
849,486,19:57:53
871,524,19:57:53
836,464,19:57:53
745,345,19:57:53
703,284,19:57:53
618,275,19:57:53
672,253,19:57:53
622,249,19:57:53
626,246,19:57:53
632,262,19:57:53
668,284,19:57:53
619,229,19:57:53
695,271,19:57:53
627,226,19:57:53
648,197,19:57:53
624,250,19:57:54
612,221,19:57:54
621,236,19:57:54
624,243,19:57:54
581,211,19:57:54
398,266,19:57:54
331,250,19:57:54
357,258,19:57:54
335,212,19:57:54
398,233,19:57:54
339,234,19:57:54
342,214,19:57:54
381,235,19:57:54
313,259,19:57:54
379,241,19:57:54
325,287,19:57:54
354,268,19:57:54
378,286,19:57:54
499,297,19:57:54
442,249,19:57:54
428,288,19:57:54
610,428,19:57:54
890,468,19:57:54
835,416,19:57:54
815,338,19:57:54
575,72,19:57:54
494,0,19:57:54
445,0,19:57:54
467,0,19:57:54
453,0,19:57:54
424,0,19:57:55
379,0,19:57:55
361,0,19:57:55
382,0,19:57:55
382,0,19:57:55
380,0,19:57:55
369,0,19:57:55
373,0,19:57:55
355,0,19:57:55
323,0,19:57:55
328,0,19:57:55
310,0,19:57:55
316,0,19:57:55
378,0,19:57:55
384,0,19:57:55
373,0,19:57:55
447,0,19:57:55
807,147,19:57:55
964,490,19:57:55
957,515,19:57:55
1106,426,19:57:55
1142,276,19:57:55
1118,199,19:57:55
1086,153,19:57:55
1090,179,19:57:55
1177,344,19:57:55
1179,558,19:57:55
1157,609,19:57:55
1214,636,19:57:55
1178,638,19:57:55
1220,620,19:57:56
1221,656,19:57:56
1194,656,19:57:56
1180,668,19:57:56
1149,649,19:57:56
1124,611,19:57:56
1033,612,19:57:56
812,637,19:57:56
708,646,19:57:56
722,608,19:57:56
723,594,19:57:56
668,590,19:57:56
708,604,19:57:56
711,619,19:57:56
717,632,19:57:56
668,612,19:57:56
642,654,19:57:56
744,633,19:57:56
652,625,19:57:56
639,632,19:57:56
573,629,19:57:56
467,655,19:57:56
426,646,19:57:56
470,658,19:57:56
421,611,19:57:56
378,604,19:57:56
406,625,19:57:56
496,645,19:57:56
454,624,19:57:56
377,602,19:57:56
465,648,19:57:57
535,574,19:57:57
437,548,19:57:57
475,579,19:57:57
447,576,19:57:57
469,592,19:57:57
400,608,19:57:57
440,633,19:57:57
355,631,19:57:57
420,616,19:57:57
406,635,19:57:57
343,631,19:57:57
403,615,19:57:57
426,609,19:57:57
392,617,19:57:57
401,587,19:57:57
346,610,19:57:57
421,587,19:57:57
368,613,19:57:57
402,622,19:57:57
462,637,19:57:57
342,648,19:57:57
365,629,19:57:57
351,614,19:57:57
388,608,19:57:57
379,614,19:57:57
421,606,19:57:57
373,626,19:57:57
441,608,19:57:57
394,609,19:57:57
339,654,19:57:58
351,604,19:57:58
386,582,19:57:58
368,584,19:57:58
398,593,19:57:58
387,581,19:57:58
434,597,19:57:58
412,541,19:57:58
414,558,19:57:58
471,570,19:57:58
410,576,19:57:58
413,574,19:57:58
380,572,19:57:58
481,571,19:57:58
426,535,19:57:58
407,510,19:57:58
448,529,19:57:58
445,468,19:57:58
389,489,19:57:58
431,500,19:57:58
361,448,19:57:58
404,450,19:57:58
354,392,19:57:58
383,397,19:57:58
388,473,19:57:58
402,454,19:57:58
392,408,19:57:58
426,395,19:57:58
479,423,19:57:58
424,384,19:57:58
449,325,19:57:59
429,396,19:57:59
445,391,19:57:59
703,491,19:57:59
959,609,19:57:59
864,625,19:57:59
856,638,19:57:59
906,668,19:57:59
976,666,19:57:59
1011,677,19:57:59
1013,670,19:57:59
994,642,19:57:59
1033,667,19:57:59
1109,663,19:57:59
1109,651,19:57:59
1067,645,19:57:59
1092,651,19:57:59
1128,689,19:57:59
1041,637,19:57:59
1047,673,19:57:59
1081,634,19:57:59
1100,667,19:57:59
1014,643,19:57:59
997,666,19:57:59
928,661,19:57:59
1061,661,19:57:59
1004,651,19:57:59
1010,699,19:57:59
1038,676,19:57:59
1120,661,19:57:59
1024,683,19:57:59
966,653,19:58:00
976,638,19:58:00
956,556,19:58:00
898,498,19:58:00
900,487,19:58:00
960,506,19:58:00
1035,252,19:58:00
1046,34,19:58:00
1071,0,19:58:00
1059,0,19:58:00
1050,0,19:58:00
1086,0,19:58:00
1075,0,19:58:00
1102,0,19:58:00
1111,0,19:58:00
1111,0,19:58:00
1126,0,19:58:00
1126,0,19:58:00
1124,0,19:58:00
1098,0,19:58:00
1114,0,19:58:00
1143,0,19:58:00
1117,0,19:58:00
1156,0,19:58:00
1120,0,19:58:00
1130,0,19:58:00
1117,0,19:58:00
1143,0,19:58:00
1145,0,19:58:00
1091,0,19:58:00
1105,0,19:58:01
1142,0,19:58:01
1116,0,19:58:01
1098,0,19:58:01
1162,0,19:58:01
1128,0,19:58:01
1084,0,19:58:01
1127,0,19:58:01
1077,0,19:58:01
854,38,19:58:01
636,0,19:58:01
636,51,19:58:01
604,59,19:58:01
647,38,19:58:01
617,58,19:58:01
616,20,19:58:01
667,0,19:58:01
758,0,19:58:01
691,0,19:58:01
773,0,19:58:01
738,0,19:58:01
576,0,19:58:01
590,0,19:58:01
532,0,19:58:01
551,0,19:58:01
524,0,19:58:01
489,10,19:58:01
520,34,19:58:01
541,25,19:58:01
479,72,19:58:01
548,28,19:58:02
508,0,19:58:02
543,12,19:58:02
661,44,19:58:02
600,72,19:58:02
629,55,19:58:02
611,54,19:58:02
613,39,19:58:02
562,88,19:58:02
619,78,19:58:02
682,97,19:58:02
690,99,19:58:02
684,125,19:58:02
684,98,19:58:02
704,83,19:58:02
627,79,19:58:02
615,57,19:58:02
620,119,19:58:02
588,68,19:58:02
625,64,19:58:02
581,68,19:58:02
626,55,19:58:02
633,74,19:58:02
617,75,19:58:02
747,55,19:58:02
742,120,19:58:02
703,82,19:58:02
715,67,19:58:02
776,149,19:58:02
912,102,19:58:02
993,138,19:58:03
1010,126,19:58:03
1064,195,19:58:03
1028,141,19:58:03
994,204,19:58:03
975,89,19:58:03
1011,152,19:58:03
1122,176,19:58:03
1058,124,19:58:03
1123,150,19:58:03
1098,127,19:58:03
1083,127,19:58:03
1116,165,19:58:03
1158,208,19:58:03
1150,179,19:58:03
1125,211,19:58:03
830,166,19:58:03
537,68,19:58:03
629,72,19:58:03
575,94,19:58:03
549,78,19:58:03
566,81,19:58:03
563,97,19:58:03
570,79,19:58:03
602,67,19:58:03
663,126,19:58:03
662,129,19:58:03
644,114,19:58:03
651,146,19:58:03
669,141,19:58:03
691,141,19:58:04
635,118,19:58:04
661,124,19:58:04
627,136,19:58:04
624,109,19:58:04
699,132,19:58:04
659,161,19:58:04
682,115,19:58:04
705,122,19:58:04
689,151,19:58:04
689,116,19:58:04
667,122,19:58:04
732,111,19:58:04
648,92,19:58:04
715,147,19:58:04
790,137,19:58:04
748,111,19:58:04
753,137,19:58:04
759,163,19:58:04
731,124,19:58:04
845,194,19:58:04
946,188,19:58:04
863,115,19:58:04
897,167,19:58:04
894,183,19:58:04
898,156,19:58:04
967,203,19:58:04
950,182,19:58:04
1003,208,19:58:04
1026,245,19:58:04
1032,237,19:58:04
1030,210,19:58:05
1039,230,19:58:05
973,164,19:58:05
897,167,19:58:05
921,219,19:58:05
851,200,19:58:05
851,185,19:58:05
908,238,19:58:05
907,194,19:58:05
863,216,19:58:05
843,243,19:58:05
893,215,19:58:05
841,168,19:58:05
858,221,19:58:05
871,203,19:58:05
753,244,19:58:05
618,225,19:58:05
582,205,19:58:05
569,263,19:58:05
601,204,19:58:05
626,178,19:58:05
558,184,19:58:05
544,248,19:58:05
555,237,19:58:05
571,216,19:58:05
567,186,19:58:05
560,163,19:58:05
621,244,19:58:05
760,277,19:58:05
714,223,19:58:05
750,288,19:58:06
747,219,19:58:06
671,284,19:58:06
810,278,19:58:06
776,286,19:58:06
762,318,19:58:06
759,221,19:58:06
727,216,19:58:06
768,301,19:58:06
763,277,19:58:06
735,297,19:58:06
767,282,19:58:06
756,272,19:58:06
819,267,19:58:06
798,329,19:58:06
715,284,19:58:06
746,248,19:58:06
799,277,19:58:06
726,299,19:58:06
800,239,19:58:06
800,314,19:58:06
947,297,19:58:06
879,279,19:58:06
914,284,19:58:06
913,282,19:58:06
938,304,19:58:06
892,281,19:58:06
994,300,19:58:06
873,242,19:58:06
929,269,19:58:06
973,326,19:58:07
958,329,19:58:07
954,378,19:58:07
756,485,19:58:07
787,479,19:58:07
810,451,19:58:07
889,428,19:58:07
950,444,19:58:07
934,491,19:58:07
949,464,19:58:07
998,475,19:58:07
1040,432,19:58:07
1110,433,19:58:07
1106,456,19:58:07
1092,440,19:58:07
1074,440,19:58:07
1059,445,19:58:07
1072,427,19:58:07
1114,432,19:58:07
1128,390,19:58:07
1129,401,19:58:07
1097,437,19:58:07
1011,399,19:58:07
757,376,19:58:07
675,369,19:58:07
685,312,19:58:07
693,377,19:58:07
665,338,19:58:07
